Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
2025-02-20,07:00:00,BK475473,Cancelled,C7976,Auto,CV Raman Nagar,RT Nagar,,,1,Wrong Address,1,More than permitted people in there,1,Other Issue,,,,
2025-02-21,04:46:00,BK225107,Success,C9706,Prime SUV,Yelahanka New Town,Yeshwanthpur,3.0,10.0,0,,0,,0,,237.0,27.0,4.5,3.9
2025-02-23,13:00:00,BK930928,Success,C6486,Bike,Indiranagar,Banaswadi,3.0,12.0,0,,0,,0,,447.0,50.0,4.8,5.0
2025-02-09,18:36:00,BK762075,Success,C7259,Bike,Marathahalli,Doddaballapur,7.0,10.0,0,,0,,0,,185.0,35.0,3.8,4.5
2025-02-08,15:12:00,BK311413,Success,C2772,Auto,Yelahanka New Town,Jayanagar,12.0,8.0,0,,0,,0,,209.0,47.0,4.7,4.4
2025-02-21,16:20:00,BK841735,Success,C3356,Prime Sedan,Chikkajala,Bellandur,8.0,12.0,0,,0,,0,,363.0,16.0,4.9,3.6
2025-02-17,04:24:00,BK859206,Cancelled,C4221,Prime Sedan,Banaswadi,Vijayanagar,,,1,Driver is not moving towards pickup location,1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-25,13:03:00,BK243509,Success,C4790,eBike,Sarakki,Sanjay Nagar,7.0,3.0,0,,0,,0,,96.0,33.0,5.0,3.9
2025-02-18,10:07:00,BK281764,Cancelled,C6503,eBike,Hebbal,Kormangala 1st Block,,,1,Driver asked to cancel,1,Personal & Car related issues,1,Other Issue,,,,
2025-02-10,00:12:00,BK105720,Success,C9234,eBike,Bangalore East,RT Nagar,11.0,11.0,0,,0,,0,,138.0,48.0,4.5,3.7
2025-02-26,17:01:00,BK379948,Cancelled,C6385,eBike,Bellandur,Kormangala 1st Block,,,1,AC is not working (Only for 4-wheelers),1,The customer was coughing/sick,1,Customer Demand,,,,
2025-03-01,16:13:00,BK181626,Success,C3607,Prime Plus,Hebbal,Peenya,11.0,9.0,0,,0,,0,,107.0,48.0,3.7,4.2
2025-03-01,05:32:00,BK901805,Success,C6566,Prime Plus,Jayanagar,Sarakki,3.0,6.0,0,,0,,0,,107.0,35.0,4.9,4.6
2025-02-25,12:24:00,BK865252,Success,C7415,Bike,Bangalore Palace,Vasanth Nagar,7.0,6.0,0,,0,,0,,112.0,43.0,4.9,4.3
2025-03-02,10:46:00,BK592055,Success,C9714,Prime Plus,Whitefield,MG Road,4.0,3.0,0,,0,,0,,159.0,7.0,3.8,4.6
2025-02-09,12:29:00,BK699671,Cancelled,C2098,Bike,Vijayanagar,Ramanagara,,,1,Driver is not moving towards pickup location,1,Customer related issue,1,Vehicle Breakdown,,,,
2025-02-11,17:34:00,BK372031,Cancelled,C3300,Prime Plus,Jalahalli,Bangalore Palace,,,1,Driver is not moving towards pickup location,1,More than permitted people in there,1,Vehicle Breakdown,,,,
2025-02-15,01:53:00,BK802489,Cancelled,C6695,Prime SUV,RT Nagar,MG Road,,,1,Driver asked to cancel,1,More than permitted people in there,1,Vehicle Breakdown,,,,
2025-02-02,09:23:00,BK130115,Cancelled,C7931,Mini,Kammanahalli,Yelahanka New Town,,,1,Driver asked to cancel,1,Personal & Car related issues,1,Vehicle Breakdown,,,,
2025-02-02,15:14:00,BK508628,Cancelled,C1547,eBike,Sanjay Nagar,Bangalore University,,,1,Driver is not moving towards pickup location,1,The customer was coughing/sick,1,Customer Demand,,,,
2025-02-19,05:34:00,BK220968,Success,C2373,Bike,Bannergatta,Kudlu,8.0,9.0,0,,0,,0,,89.0,19.0,4.5,4.8
2025-03-01,22:33:00,BK744381,Cancelled,C3499,Mini,Marathahalli,Kammanahalli,,,1,Driver is not moving towards pickup location,1,Personal & Car related issues,1,Customer Demand,,,,
2025-02-03,05:44:00,BK481371,Cancelled,C9805,Bike,Chikkajala,CV Raman Nagar,,,1,Driver asked to cancel,1,More than permitted people in there,1,Customer Demand,,,,
2025-02-15,10:57:00,BK529907,Cancelled,C8129,Prime SUV,Sree Chowdeshwari Nagar,Frazer Town,,,1,AC is not working (Only for 4-wheelers),1,More than permitted people in there,1,Vehicle Breakdown,,,,
2025-02-18,06:48:00,BK526724,Success,C9169,eBike,Jakkur,Sahakaranagar,9.0,12.0,0,,0,,0,,222.0,11.0,4.3,4.8
2025-02-28,11:51:00,BK860790,Success,C2599,Prime SUV,Yelahanka,Banaswadi,8.0,8.0,0,,0,,0,,363.0,18.0,4.6,4.9
2025-02-19,15:04:00,BK851936,Success,C6445,Prime Sedan,Ulsoor,Ramanagara,3.0,7.0,0,,0,,0,,86.0,6.0,4.6,4.8
2025-02-25,02:59:00,BK929950,Success,C7762,Prime SUV,Marathahalli,Jalahalli,3.0,11.0,0,,0,,0,,263.0,12.0,4.5,4.4
2025-02-10,06:46:00,BK584371,Success,C5160,Mini,Singasandra,Sree Chowdeshwari Nagar,12.0,4.0,0,,0,,0,,339.0,32.0,4.6,4.9
2025-02-04,13:12:00,BK695261,Success,C6337,Bike,Whitefield,Yelahanka,4.0,11.0,0,,0,,0,,241.0,23.0,3.5,3.8
2025-02-22,08:39:00,BK946352,Success,C5031,Mini,Okalipuram,HSR Layout,6.0,6.0,0,,0,,0,,467.0,9.0,3.7,4.6
2025-02-12,23:05:00,BK482061,Cancelled,C3428,Prime SUV,Frazer Town,Rajagopal Nagar,,,1,Wrong Address,1,Customer related issue,1,Other Issue,,,,
2025-02-12,06:49:00,BK727098,Cancelled,C9904,Mini,Yeshwanthpur,Yelahanka,,,1,AC is not working (Only for 4-wheelers),1,Personal & Car related issues,1,Other Issue,,,,
2025-02-10,06:10:00,BK820359,Cancelled,C4739,Prime SUV,MG Road,Bangalore Palace,,,1,AC is not working (Only for 4-wheelers),1,Customer related issue,1,Vehicle Breakdown,,,,
2025-02-18,22:31:00,BK585238,Cancelled,C5168,Prime Plus,Kammanahalli,Bangalore University,,,1,Driver asked to cancel,1,Personal & Car related issues,1,Customer Demand,,,,
2025-02-05,17:45:00,BK684253,Cancelled,C8986,Prime Plus,Yeshwanthpur,Bangalore East,,,1,Change of plans,1,Customer related issue,1,Other Issue,,,,
2025-02-02,07:47:00,BK941866,Cancelled,C8295,Mini,Malleshwaram,Ulsoor,,,1,AC is not working (Only for 4-wheelers),1,More than permitted people in there,1,Vehicle Breakdown,,,,
2025-02-02,17:53:00,BK982688,Success,C5600,Bike,Sanjay Nagar,Kudlu,5.0,10.0,0,,0,,0,,225.0,7.0,4.4,4.9
2025-03-01,20:54:00,BK363653,Success,C4814,Mini,Whitefield,Vasanth Nagar,9.0,10.0,0,,0,,0,,396.0,45.0,4.2,4.1
2025-02-18,20:48:00,BK832338,Cancelled,C9420,eBike,Rajajinagar,Raghavendra Colony,,,1,Driver asked to cancel,1,Personal & Car related issues,1,Other Issue,,,,
2025-02-24,02:07:00,BK619342,Cancelled,C1958,Auto,Whitefield,Sahakaranagar,,,1,Wrong Address,1,The customer was coughing/sick,1,Customer Demand,,,,
2025-02-24,20:19:00,BK118955,Cancelled,C7345,Prime Sedan,Sree Chowdeshwari Nagar,HSR Layout,,,1,Wrong Address,1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-13,11:43:00,BK442605,Cancelled,C4624,Mini,Bellandur,Kammanahalli,,,1,Wrong Address,1,Customer related issue,1,Vehicle Breakdown,,,,
2025-02-10,04:11:00,BK235610,Success,C5478,Auto,Indiranagar,Bannergatta,8.0,12.0,0,,0,,0,,187.0,41.0,4.3,4.7
2025-02-22,15:17:00,BK233201,Cancelled,C7229,eBike,MG Road,Malleshwaram,,,1,Change of plans,1,Customer related issue,1,Other Issue,,,,
2025-02-13,13:07:00,BK423479,Success,C9977,eBike,Banashankari,Bangalore University,11.0,6.0,0,,0,,0,,125.0,12.0,3.9,3.7
2025-02-11,00:55:00,BK886978,Success,C1069,Prime SUV,Okalipuram,Chikkajala,7.0,3.0,0,,0,,0,,62.0,9.0,3.9,4.4
2025-02-27,00:37:00,BK208327,Success,C7140,Prime Plus,Banashankari,Bangalore Palace,6.0,7.0,0,,0,,0,,267.0,45.0,3.5,3.9
2025-02-09,07:37:00,BK920878,Success,C7674,Mini,Sree Chowdeshwari Nagar,Rajagopal Nagar,7.0,12.0,0,,0,,0,,93.0,43.0,4.0,4.6
2025-02-06,17:21:00,BK922015,Success,C1109,Prime Plus,Rajajinagar,Marathahalli,5.0,8.0,0,,0,,0,,253.0,24.0,3.6,4.7
2025-02-27,18:39:00,BK338754,Success,C9780,Auto,Kasavanahalli,MG Road,9.0,4.0,0,,0,,0,,281.0,47.0,4.7,4.9
2025-02-24,16:59:00,BK848614,Success,C2263,Mini,Sahakaranagar,Marathahalli,7.0,6.0,0,,0,,0,,256.0,12.0,4.2,4.1
2025-02-04,14:26:00,BK630251,Cancelled,C6929,Mini,Bangalore East,Vasanth Nagar,,,1,Change of plans,1,More than permitted people in there,1,Customer Demand,,,,
2025-02-22,12:21:00,BK861336,Cancelled,C1776,Mini,Shivajinagar,Marathahalli,,,1,Change of plans,1,The customer was coughing/sick,1,Other Issue,,,,
2025-02-04,09:55:00,BK378278,Success,C1360,Auto,Bengaluru East,Jakkur,6.0,8.0,0,,0,,0,,381.0,34.0,4.9,4.0
2025-02-15,01:03:00,BK627729,Cancelled,C8383,Auto,RT Nagar,Malleshwaram,,,1,Change of plans,1,More than permitted people in there,1,Vehicle Breakdown,,,,
2025-02-09,23:19:00,BK427156,Success,C6422,Bike,Singasandra,KR Puram,6.0,3.0,0,,0,,0,,251.0,30.0,4.7,4.1
2025-02-01,00:39:00,BK875276,Cancelled,C8827,Auto,Vijayanagar,Ramanagara,,,1,AC is not working (Only for 4-wheelers),1,The customer was coughing/sick,1,Customer Demand,,,,
2025-02-21,13:43:00,BK278486,Cancelled,C8707,Prime Sedan,Okalipuram,KR Puram,,,1,Driver asked to cancel,1,Personal & Car related issues,1,Vehicle Breakdown,,,,
2025-02-17,07:42:00,BK203886,Success,C4372,Prime Sedan,Kengeri,Sarakki,12.0,12.0,0,,0,,0,,128.0,22.0,4.1,4.3
2025-02-20,15:27:00,BK165441,Cancelled,C1283,Mini,Malleshwaram,Kormangala 1st Block,,,1,Driver asked to cancel,1,Personal & Car related issues,1,Vehicle Breakdown,,,,
2025-02-24,10:44:00,BK281984,Success,C3055,Prime SUV,Chikkajala,Kundalahalli,10.0,3.0,0,,0,,0,,307.0,32.0,4.8,4.9
2025-02-18,23:06:00,BK149170,Cancelled,C2924,Prime SUV,Yeshwanthpur,Kengeri,,,1,Change of plans,1,More than permitted people in there,1,Customer Demand,,,,
2025-02-28,13:32:00,BK936255,Success,C3355,Mini,Bellandur,CV Raman Nagar,6.0,4.0,0,,0,,0,,394.0,45.0,3.7,5.0
2025-02-27,19:03:00,BK234804,Success,C8307,eBike,Indiranagar,Marathahalli,4.0,3.0,0,,0,,0,,240.0,20.0,4.1,4.1
2025-03-01,19:30:00,BK778981,Cancelled,C5317,Prime Plus,Bangalore East,Bangalore University,,,1,Driver is not moving towards pickup location,1,The customer was coughing/sick,1,Customer Demand,,,,
2025-02-21,14:39:00,BK543175,Success,C7546,Prime Plus,Sahakaranagar,Sanjay Nagar,8.0,7.0,0,,0,,0,,295.0,33.0,4.8,4.9
2025-02-02,07:26:00,BK270132,Success,C3178,eBike,Sahakaranagar,Vasanth Nagar,7.0,5.0,0,,0,,0,,355.0,31.0,3.6,3.5
2025-03-01,02:33:00,BK698664,Success,C1654,Prime Plus,Sarakki,Ramanagara,7.0,10.0,0,,0,,0,,152.0,16.0,4.0,4.6
2025-02-03,18:21:00,BK819503,Cancelled,C4194,eBike,Jalahalli,CV Raman Nagar,,,1,Wrong Address,1,Personal & Car related issues,1,Vehicle Breakdown,,,,
2025-02-04,14:32:00,BK274569,Success,C1406,Prime SUV,Frazer Town,Singasandra,8.0,6.0,0,,0,,0,,410.0,6.0,4.6,4.3
2025-02-06,06:45:00,BK359458,Success,C2050,Prime SUV,Bengaluru East,Ulsoor,10.0,8.0,0,,0,,0,,465.0,45.0,4.3,4.0
2025-02-13,01:44:00,BK734536,Cancelled,C8028,Bike,Whitefield,Hebbal,,,1,Driver asked to cancel,1,The customer was coughing/sick,1,Customer Demand,,,,
2025-02-05,21:55:00,BK885374,Cancelled,C1174,Prime Sedan,Okalipuram,Kasavanahalli,,,1,AC is not working (Only for 4-wheelers),1,Customer related issue,1,Customer Demand,,,,
2025-02-08,08:45:00,BK103997,Success,C6121,Prime Plus,Jayanagar,Banashankari,10.0,5.0,0,,0,,0,,229.0,8.0,4.2,4.2
2025-02-10,18:42:00,BK639465,Success,C3809,Mini,RT Nagar,MG Road,8.0,3.0,0,,0,,0,,133.0,39.0,4.7,3.8
2025-02-27,22:01:00,BK221731,Cancelled,C8062,Mini,Sarakki,MG Road,,,1,AC is not working (Only for 4-wheelers),1,Personal & Car related issues,1,Other Issue,,,,
2025-02-06,07:44:00,BK648559,Success,C8261,eBike,Bangalore University,Kengeri,3.0,6.0,0,,0,,0,,437.0,49.0,3.9,4.2
2025-02-07,05:37:00,BK159024,Success,C6009,Prime SUV,Bengaluru East,Chandapura,4.0,12.0,0,,0,,0,,286.0,49.0,4.2,5.0
2025-02-13,22:48:00,BK315095,Success,C8053,Prime SUV,Raghavendra Colony,MG Road,4.0,12.0,0,,0,,0,,474.0,36.0,4.8,3.7
2025-02-08,11:28:00,BK861760,Success,C4636,Prime Sedan,Bengaluru East,Ulsoor,5.0,3.0,0,,0,,0,,218.0,12.0,4.6,4.3
2025-02-10,07:05:00,BK858317,Success,C9807,eBike,Rajajinagar,Kormangala 1st Block,10.0,10.0,0,,0,,0,,351.0,6.0,3.9,3.7
2025-02-26,08:25:00,BK712655,Cancelled,C1101,Prime Plus,Banaswadi,Sanjay Nagar,,,1,Driver is not moving towards pickup location,1,The customer was coughing/sick,1,Customer Demand,,,,
2025-02-13,12:53:00,BK759054,Success,C7969,Prime SUV,Jalahalli,Kormangala 1st Block,9.0,3.0,0,,0,,0,,482.0,16.0,4.3,4.1
2025-02-18,14:08:00,BK455062,Success,C8347,Mini,Peenya,Shivajinagar,10.0,12.0,0,,0,,0,,258.0,7.0,3.7,4.7
2025-03-02,09:51:00,BK397747,Cancelled,C5457,Mini,Bannergatta,Singasandra,,,1,Wrong Address,1,Customer related issue,1,Customer Demand,,,,
2025-02-28,17:16:00,BK347753,Success,C3833,Prime Plus,KR Puram,Chikkajala,7.0,6.0,0,,0,,0,,118.0,9.0,3.7,4.7
2025-03-02,07:42:00,BK304352,Cancelled,C4743,Prime SUV,Bommanahalli,MG Road,,,1,Driver is not moving towards pickup location,1,Personal & Car related issues,1,Vehicle Breakdown,,,,
2025-02-15,17:16:00,BK908405,Cancelled,C6275,Prime Plus,Kormangala 1st Block,Frazer Town,,,1,Driver asked to cancel,1,More than permitted people in there,1,Customer Demand,,,,
2025-02-17,12:09:00,BK203903,Success,C8949,Prime Sedan,Kundalahalli,Hebbal,7.0,5.0,0,,0,,0,,340.0,18.0,5.0,4.8
2025-02-14,08:10:00,BK195508,Success,C2716,eBike,Rajajinagar,Sahakaranagar,3.0,12.0,0,,0,,0,,382.0,37.0,3.6,4.6
2025-02-11,14:59:00,BK526529,Success,C4518,Prime Plus,Peenya,Yelahanka New Town,5.0,8.0,0,,0,,0,,70.0,12.0,4.2,4.1
2025-03-01,15:56:00,BK651286,Cancelled,C7910,eBike,Peenya,Chikkajala,,,1,Wrong Address,1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-18,22:54:00,BK340618,Success,C6697,Prime Sedan,Kengeri,Sree Chowdeshwari Nagar,3.0,8.0,0,,0,,0,,466.0,33.0,4.9,3.7
2025-02-27,14:14:00,BK855203,Success,C9040,Bike,Bangalore East,Indiranagar,3.0,9.0,0,,0,,0,,250.0,47.0,4.3,4.7
2025-03-02,00:39:00,BK741007,Cancelled,C2090,Prime Plus,Whitefield,Basavanagudi,,,1,Driver asked to cancel,1,Customer related issue,1,Vehicle Breakdown,,,,
2025-02-01,05:55:00,BK435573,Cancelled,C7612,Auto,Koramangala,Banaswadi,,,1,Change of plans,1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-18,08:57:00,BK685462,Success,C6231,Bike,Indiranagar,Sahakaranagar,12.0,11.0,0,,0,,0,,317.0,17.0,4.1,4.5
2025-02-03,02:34:00,BK910894,Cancelled,C5835,Bike,Vasanth Nagar,Hebbal,,,1,Driver asked to cancel,1,More than permitted people in there,1,Other Issue,,,,
2025-02-22,02:13:00,BK662806,Success,C8257,Prime Plus,Kormangala 1st Block,Rajajinagar,3.0,10.0,0,,0,,0,,267.0,34.0,4.8,4.7
2025-02-12,20:20:00,BK681589,Success,C7951,eBike,Bengaluru East,Raghavendra Colony,9.0,10.0,0,,0,,0,,449.0,31.0,3.6,4.7
2025-02-24,08:08:00,BK397792,Cancelled,C3493,Bike,Ramanagara,Bangalore East,,,1,Driver is not moving towards pickup location,1,Customer related issue,1,Vehicle Breakdown,,,,
2025-02-19,22:12:00,BK468661,Cancelled,C3386,eBike,Indiranagar,Kundalahalli,,,1,Wrong Address,1,Personal & Car related issues,1,Other Issue,,,,
2025-02-03,06:03:00,BK243767,Cancelled,C5457,Prime Sedan,Yelahanka New Town,Malleshwaram,,,1,Driver is not moving towards pickup location,1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-09,00:05:00,BK296310,Cancelled,C9083,Auto,Jakkur,Sree Chowdeshwari Nagar,,,1,AC is not working (Only for 4-wheelers),1,Personal & Car related issues,1,Other Issue,,,,
2025-03-02,13:54:00,BK268738,Success,C1253,eBike,CV Raman Nagar,Chikkajala,12.0,5.0,0,,0,,0,,452.0,14.0,3.6,4.8
2025-02-23,21:27:00,BK164908,Success,C9178,Prime SUV,Kundalahalli,Peenya,8.0,9.0,0,,0,,0,,368.0,15.0,3.9,4.4
2025-02-26,03:17:00,BK684603,Success,C3862,Prime SUV,Sarakki,Kormangala 1st Block,4.0,10.0,0,,0,,0,,67.0,11.0,3.9,4.4
2025-02-15,23:18:00,BK885497,Cancelled,C8505,Mini,Rajagopal Nagar,Sahakaranagar,,,1,AC is not working (Only for 4-wheelers),1,Customer related issue,1,Customer Demand,,,,
2025-02-24,23:06:00,BK664274,Success,C9622,Prime Plus,Chikkajala,Kormangala 1st Block,12.0,12.0,0,,0,,0,,102.0,32.0,3.6,4.8
2025-02-17,17:32:00,BK972581,Success,C3103,Prime SUV,Bangalore East,Bangalore Palace,8.0,6.0,0,,0,,0,,323.0,31.0,4.7,4.3
2025-02-20,15:23:00,BK934498,Success,C8525,Prime SUV,Bannergatta,Yeshwanthpur,7.0,6.0,0,,0,,0,,249.0,30.0,4.1,4.0
2025-02-11,01:31:00,BK780149,Success,C4380,eBike,Sahakaranagar,Banashankari,4.0,5.0,0,,0,,0,,405.0,46.0,4.8,3.8
2025-02-24,00:28:00,BK922906,Success,C7923,Prime Sedan,Vijayanagar,MG Road,3.0,3.0,0,,0,,0,,144.0,18.0,4.2,4.2
2025-03-01,03:34:00,BK823685,Success,C5421,Prime Plus,Peenya,Koramangala,8.0,5.0,0,,0,,0,,434.0,37.0,4.7,4.0
2025-02-24,10:09:00,BK680148,Success,C7542,Prime SUV,CV Raman Nagar,Kasavanahalli,8.0,7.0,0,,0,,0,,268.0,30.0,3.7,4.6
2025-02-19,17:22:00,BK955595,Success,C8872,Mini,Malleshwaram,HSR Layout,7.0,8.0,0,,0,,0,,77.0,17.0,3.9,4.7
2025-02-02,22:37:00,BK531400,Cancelled,C3638,Prime SUV,Bannergatta,Kudlu,,,1,Change of plans,1,More than permitted people in there,1,Customer Demand,,,,
2025-02-04,21:12:00,BK793937,Success,C5661,Mini,Kundalahalli,Sarakki,6.0,4.0,0,,0,,0,,310.0,37.0,4.0,3.5
2025-03-01,10:24:00,BK246185,Success,C9339,Prime SUV,Vijayanagar,Rajajinagar,4.0,4.0,0,,0,,0,,389.0,12.0,4.7,4.0
2025-02-25,15:08:00,BK844777,Cancelled,C9058,eBike,Whitefield,Basavanagudi,,,1,Driver is not moving towards pickup location,1,Customer related issue,1,Customer Demand,,,,
2025-02-18,04:01:00,BK782412,Cancelled,C1571,Mini,Raghavendra Colony,Jayanagar,,,1,AC is not working (Only for 4-wheelers),1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-06,10:05:00,BK706180,Cancelled,C7328,Prime Sedan,Bengaluru East,Indiranagar,,,1,AC is not working (Only for 4-wheelers),1,More than permitted people in there,1,Vehicle Breakdown,,,,
2025-02-06,18:04:00,BK877006,Cancelled,C8550,Bike,Sree Chowdeshwari Nagar,Kammanahalli,,,1,Change of plans,1,More than permitted people in there,1,Other Issue,,,,
2025-02-24,23:20:00,BK909560,Success,C8238,Prime SUV,Banaswadi,Jakkur,5.0,4.0,0,,0,,0,,404.0,32.0,4.5,3.7
2025-02-08,02:01:00,BK452259,Cancelled,C9871,Bike,MG Road,Hebbal,,,1,Driver is not moving towards pickup location,1,Customer related issue,1,Vehicle Breakdown,,,,
2025-02-20,05:29:00,BK910727,Cancelled,C8576,Auto,Sarakki,Koramangala,,,1,Driver asked to cancel,1,Personal & Car related issues,1,Vehicle Breakdown,,,,
2025-02-23,12:41:00,BK932011,Cancelled,C6514,eBike,Marathahalli,Doddaballapur,,,1,Driver asked to cancel,1,Personal & Car related issues,1,Other Issue,,,,
2025-02-16,05:47:00,BK270170,Cancelled,C1256,eBike,Chandapura,MG Road,,,1,Change of plans,1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-21,00:51:00,BK702245,Success,C4354,Prime Plus,Yelahanka New Town,Bommanahalli,7.0,7.0,0,,0,,0,,51.0,17.0,4.9,4.6
2025-02-09,11:28:00,BK720969,Success,C5376,Bike,Doddaballapur,Bellandur,4.0,5.0,0,,0,,0,,287.0,37.0,3.6,3.6
2025-02-17,17:22:00,BK128904,Cancelled,C8116,Bike,Doddaballapur,Chikkajala,,,1,Driver asked to cancel,1,Personal & Car related issues,1,Vehicle Breakdown,,,,
2025-02-08,10:23:00,BK631993,Cancelled,C3467,eBike,Kormangala 1st Block,Bellandur,,,1,AC is not working (Only for 4-wheelers),1,More than permitted people in there,1,Vehicle Breakdown,,,,
2025-02-24,23:29:00,BK485961,Success,C1361,eBike,Whitefield,Bangalore University,4.0,8.0,0,,0,,0,,267.0,36.0,3.8,4.0
2025-02-02,18:14:00,BK387872,Cancelled,C9669,Prime Sedan,Sanjay Nagar,MG Road,,,1,Change of plans,1,Customer related issue,1,Other Issue,,,,
2025-02-20,07:26:00,BK659734,Success,C7929,Prime SUV,Kammanahalli,Jakkur,4.0,9.0,0,,0,,0,,93.0,18.0,4.2,4.3
2025-02-06,04:46:00,BK638282,Success,C6449,Prime Sedan,Kasavanahalli,Ramanagara,6.0,3.0,0,,0,,0,,200.0,50.0,4.4,4.0
2025-02-06,11:55:00,BK699034,Success,C6472,Prime SUV,Rajajinagar,Indiranagar,10.0,8.0,0,,0,,0,,499.0,19.0,5.0,4.2
2025-02-24,16:05:00,BK673501,Success,C1973,Prime SUV,Indiranagar,Bannergatta,8.0,7.0,0,,0,,0,,269.0,46.0,4.1,3.9
2025-02-17,00:26:00,BK816636,Cancelled,C9515,eBike,Doddaballapur,MG Road,,,1,AC is not working (Only for 4-wheelers),1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-22,19:48:00,BK353737,Success,C1156,Mini,Banaswadi,Bengaluru East,7.0,8.0,0,,0,,0,,432.0,24.0,4.7,4.9
2025-02-14,18:14:00,BK693309,Success,C5348,Prime Plus,Banashankari,Marathahalli,5.0,5.0,0,,0,,0,,301.0,48.0,4.7,3.9
2025-03-02,00:08:00,BK721917,Success,C8833,Prime Sedan,Jayanagar,Sree Chowdeshwari Nagar,5.0,10.0,0,,0,,0,,244.0,25.0,3.5,4.0
2025-02-17,16:46:00,BK744784,Cancelled,C2193,Auto,Frazer Town,Ulsoor,,,1,Driver asked to cancel,1,The customer was coughing/sick,1,Customer Demand,,,,
2025-02-20,11:48:00,BK654882,Success,C6635,eBike,Shivajinagar,Kormangala 1st Block,6.0,10.0,0,,0,,0,,250.0,24.0,4.1,3.8
2025-02-10,13:59:00,BK805202,Success,C6823,Prime Plus,Bengaluru East,Jayanagar,12.0,5.0,0,,0,,0,,79.0,29.0,4.4,4.2
2025-02-07,13:56:00,BK335843,Success,C6643,eBike,Jalahalli,Rajagopal Nagar,11.0,12.0,0,,0,,0,,238.0,17.0,4.4,4.9
2025-02-20,22:13:00,BK321531,Cancelled,C6916,eBike,MG Road,Kundalahalli,,,1,Change of plans,1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-13,07:01:00,BK595359,Success,C1659,Prime SUV,KR Puram,Marathahalli,8.0,11.0,0,,0,,0,,309.0,29.0,4.8,4.1
2025-02-25,11:02:00,BK545914,Success,C7783,Prime Sedan,Doddaballapur,Banaswadi,9.0,7.0,0,,0,,0,,64.0,21.0,3.5,3.8
2025-02-24,12:52:00,BK763658,Success,C7872,Prime SUV,Hebbal,RT Nagar,8.0,12.0,0,,0,,0,,350.0,38.0,4.4,4.5
2025-02-20,09:07:00,BK223299,Success,C9987,Prime Sedan,Bangalore East,Indiranagar,7.0,12.0,0,,0,,0,,255.0,22.0,3.8,3.6
2025-02-11,03:56:00,BK377167,Cancelled,C6675,Bike,Banaswadi,Basavanagudi,,,1,Change of plans,1,Personal & Car related issues,1,Other Issue,,,,
2025-02-26,10:30:00,BK299948,Success,C9510,Prime SUV,Kammanahalli,Shivajinagar,9.0,9.0,0,,0,,0,,370.0,27.0,4.2,3.9
2025-03-01,18:59:00,BK512891,Cancelled,C1019,Mini,Singasandra,RT Nagar,,,1,AC is not working (Only for 4-wheelers),1,The customer was coughing/sick,1,Other Issue,,,,
2025-02-26,01:17:00,BK566444,Success,C8685,eBike,Kudlu,Chandapura,7.0,5.0,0,,0,,0,,465.0,44.0,4.3,3.8
2025-02-03,21:37:00,BK136105,Cancelled,C3405,Mini,Sanjay Nagar,RT Nagar,,,1,Driver is not moving towards pickup location,1,More than permitted people in there,1,Customer Demand,,,,
2025-02-16,01:23:00,BK909489,Success,C5439,Mini,Jalahalli,Hebbal,8.0,11.0,0,,0,,0,,427.0,31.0,4.0,4.3
2025-02-23,16:23:00,BK383113,Success,C8083,eBike,Kengeri,Bangalore East,11.0,4.0,0,,0,,0,,379.0,50.0,4.2,3.9
2025-02-13,22:32:00,BK760152,Cancelled,C3644,Prime Plus,Jalahalli,Kormangala 1st Block,,,1,AC is not working (Only for 4-wheelers),1,Personal & Car related issues,1,Other Issue,,,,
2025-02-04,17:12:00,BK173241,Success,C2470,eBike,Chikkajala,Kormangala 1st Block,3.0,5.0,0,,0,,0,,335.0,14.0,4.6,4.4
2025-02-21,17:24:00,BK735627,Success,C9784,Prime Sedan,Koramangala,Yelahanka New Town,4.0,12.0,0,,0,,0,,153.0,15.0,3.8,3.6
2025-02-12,16:49:00,BK447990,Success,C4793,Prime Sedan,Kammanahalli,Kengeri,5.0,12.0,0,,0,,0,,88.0,34.0,3.8,4.9
2025-02-23,14:18:00,BK683493,Success,C4973,Bike,Kammanahalli,Shivajinagar,12.0,4.0,0,,0,,0,,494.0,23.0,4.9,4.5
2025-02-07,06:07:00,BK970958,Success,C8779,Mini,Chandapura,Indiranagar,4.0,4.0,0,,0,,0,,412.0,21.0,3.7,4.4
2025-02-15,16:00:00,BK178261,Cancelled,C2026,eBike,Kudlu,HSR Layout,,,1,Driver asked to cancel,1,More than permitted people in there,1,Customer Demand,,,,
